Date,US 5Y CDS,US 5Y Yield,US RF,US Basis,US (Basis - RF),UK 5Y CDS,UK 5Y Yield,UK RF,UK Basis,UK (Basis - RF),Germany 5Y CDS,Germany 5Y Yield,Germany RF,Germany Basis,Germany (Basis - RF),Japan 5Y CDS,Japan 5Y Yield,Japan RF,Japan Basis,Japan (Basis - RF),China 5Y CDS,China 5Y Yield,China RF,China Basis,China (Basis - RF)
2024-09-30,0.004141,0.035585,0.046169,0.031444,-0.014725000000000002,0.002263,0.038571,0.04901,0.036308,-0.012701999999999998,0.001137,0.01944,0.030059999999999996,0.018303,-0.011756999999999997,0.00218,0.00499,0.0004,0.0028099999999999996,0.0024099999999999994,0.006065999999999999,0.01813,0.01383,0.012064000000000002,-0.0017659999999999985
2024-06-28,0.003961,0.043765,0.053549,0.039804,-0.013745,0.002711,0.040195999999999996,0.05235,0.037485,-0.014865000000000003,0.0011710000000000002,0.02479,0.03323,0.023619,-0.009611000000000001,0.002269,0.005809999999999999,0.00027,0.003540999999999999,0.003270999999999999,0.006705,0.01969,0.015300000000000001,0.012985,-0.002315000000000001
2023-12-29,0.004788000000000001,0.038471000000000005,0.053323,0.033683000000000005,-0.019639999999999998,0.0037070000000000002,0.034525,0.05244,0.030817999999999998,-0.021622000000000002,0.0017670000000000001,0.01942,0.03548,0.017653,-0.017827,0.002565,0.00203,-0.0005899999999999999,-0.0005349999999999999,5.5000000000000036e-05,0.006104999999999999,0.023860000000000003,0.02022,0.017755000000000003,-0.002464999999999995
2023-06-30,0.0035060000000000004,0.041555999999999996,0.052836,0.038049999999999994,-0.014786000000000007,0.002904,0.046518,0.052000000000000005,0.043614,-0.008386000000000005,0.001637,0.025459999999999997,0.03335,0.023822999999999997,-0.009527,0.0017,0.00058,-0.00105,-0.00112,-6.999999999999997e-05,0.006182,0.02402,0.01862,0.017838,-0.0007820000000000014
2023-03-31,0.004850999999999999,0.035733,0.04693,0.030882,-0.016048,0.0030269999999999997,0.03345,0.04199,0.030423000000000002,-0.011566999999999997,0.0016539999999999999,0.02305,0.026709999999999998,0.021396000000000002,-0.005313999999999996,0.002652,0.0009299999999999999,-0.00218,-0.001722,0.0004580000000000001,0.007363,0.026699999999999998,0.02185,0.019337,-0.0025130000000000013
2022-12-30,0.002712,0.040039,0.043429,0.037327,-0.006102000000000003,0.003,0.036049000000000005,0.0341,0.033049,-0.0010509999999999964,0.002073,0.02566,0.01558,0.023586999999999997,0.008006999999999997,0.002671,0.00226,-0.00169,-0.00041100000000000034,0.0012789999999999998,0.007716,0.0262,0.02221,0.018484,-0.003726
2022-09-30,0.002959,0.0409,0.032466,0.037941,0.005475000000000001,0.004989,0.043771000000000004,0.0248,0.038782000000000004,0.013982000000000005,0.002541,0.01959,0.00762,0.017049,0.009429000000000002,0.0029519999999999998,0.00061,-0.00211,-0.002342,-0.000232,0.011104000000000001,0.02563,0.01824,0.014525999999999999,-0.0037140000000000003
2022-06-30,0.0020859999999999997,0.030379,0.016262000000000002,0.028293,0.012030999999999997,0.001312,0.018887,0.011890000000000001,0.017575,0.005684999999999999,0.001398,0.01056,-0.00499,0.009162,0.014152,0.002675,0.00017999999999999998,-0.00145,-0.002495,-0.001045,0.008767,0.02626,0.01916,0.017492999999999998,-0.0016670000000000018
2022-03-31,0.001738,0.024599000000000003,0.004822,0.022861000000000003,0.018039000000000003,0.0015220000000000001,0.014013,0.005580000000000001,0.012490999999999999,0.006910999999999998,0.001621,0.0037099999999999998,-0.0076300000000000005,0.0020889999999999997,0.009719,0.0018510000000000002,0.00028000000000000003,-0.001,-0.0015710000000000001,-0.0005710000000000001,0.006225,0.02564,0.02125,0.019415,-0.0018349999999999998
2021-09-30,0.0017690000000000002,0.009649,0.00033,0.00788,0.007549999999999999,0.001236,0.006341,0.00017,0.005105,0.004935,0.001052,-0.005580000000000001,-0.00674,-0.006632000000000001,0.00010799999999999959,0.0019030000000000002,-0.0008500000000000001,-0.00145,-0.0027530000000000002,-0.0013030000000000003,0.004691,0.02702,0.02303,0.022328999999999998,-0.0007010000000000002
2021-06-30,0.001143,0.008893999999999999,0.00040599999999999995,0.007750999999999999,0.007344999999999999,0.0010810000000000001,0.003293,0.00024,0.0022119999999999996,0.0019719999999999994,0.001125,-0.005889999999999999,-0.006670000000000001,-0.0070149999999999995,-0.00034499999999999895,0.001749,-0.0010199999999999999,-0.0010299999999999999,-0.0027689999999999998,-0.0017389999999999999,0.0037170000000000003,0.029249999999999998,0.023319999999999997,0.025532999999999997,0.0022129999999999997
2021-03-31,0.001348,0.009393,0.000152,0.008045,0.007893,0.001422,0.003903,-0.0001,0.0024809999999999997,0.0025809999999999995,0.001172,-0.0062900000000000005,-0.0066500000000000005,-0.007462000000000001,-0.0008120000000000002,0.001816,-0.00096,-0.001,-0.002776,-0.0017759999999999998,0.003599,0.03007,0.025160000000000002,0.026470999999999998,0.0013109999999999962
2020-09-30,0.00201,0.002768,0.000915,0.000758,-0.00015700000000000002,0.002239,-0.000581,0.00010999999999999999,-0.00282,-0.00293,0.0013390000000000001,-0.00713,-0.00633,-0.008469,-0.002139000000000001,0.001946,-0.0011799999999999998,-0.00159,-0.003126,-0.0015359999999999998,0.004983,0.03013,0.02588,0.025147000000000003,-0.0007329999999999975
2020-06-30,0.00228,0.002878,0.0012929999999999999,0.000598,-0.0006949999999999999,0.00305,-0.000562,0.00013,-0.003612,-0.003742,0.001814,-0.006999999999999999,-0.00563,-0.008813999999999999,-0.0031839999999999993,0.0020859999999999997,-0.00106,-0.00132,-0.0031459999999999995,-0.0018259999999999995,0.005128,0.0254,0.02089,0.020272,-0.0006180000000000005
2020-03-31,0.002777,0.0037990000000000003,0.00061,0.0010220000000000003,0.00041200000000000037,0.004403,0.002034,0.00164,-0.002369,-0.004009,0.002527,-0.00657,-0.00709,-0.009097000000000001,-0.002007000000000001,0.004346,-0.00115,-0.00301,-0.005496,-0.002486,0.005659,0.022690000000000002,0.016810000000000002,0.017031,0.00022099999999999898
2019-06-28,0.001656,0.017664,0.020868,0.016007999999999998,-0.004860000000000003,0.003237,0.006291,0.00741,0.003054,-0.0043560000000000005,0.001251,-0.00666,-0.00603,-0.007911,-0.0018809999999999999,0.002241,-0.00262,-0.00125,-0.004861,-0.0036109999999999996,0.0044469999999999996,0.030449999999999998,0.0262,0.026003,-0.00019700000000000273
2019-03-29,0.002048,0.022330000000000003,0.023809,0.020282,-0.003526999999999999,0.003415,0.007475000000000001,0.0077,0.004060000000000001,-0.003639999999999999,0.001351,-0.00453,-0.00555,-0.005881,-0.0003309999999999997,0.0023239999999999997,-0.00203,-0.0017299999999999998,-0.004354,-0.0026240000000000005,0.004574,0.029009999999999998,0.02358,0.024436,0.0008559999999999991
2018-09-28,0.0025,0.029529,0.021964,0.027029,0.005065,0.003098,0.011645,0.00722,0.008547,0.001327000000000001,0.001179,-0.00092,-0.005869999999999999,-0.002099,0.003770999999999999,0.002558,-0.00073,-0.00136,-0.003288,-0.001928,0.005723,0.03429,0.029580000000000002,0.028567000000000002,-0.001013
2018-06-29,0.0025,0.027378,0.019123,0.024878,0.005755,0.00256,0.010235000000000001,0.00542,0.007675000000000001,0.002255000000000001,0.00126,-0.00306,-0.006540000000000001,-0.00432,0.0022200000000000006,0.002589,-0.00114,-0.0014299999999999998,-0.003729,-0.0022990000000000003,0.006869,0.03358,0.03139,0.026711,-0.004679000000000003
2017-09-29,0.002829,0.01936,0.010405,0.016530999999999997,0.006125999999999998,0.00265,0.007833,0.00183,0.005183,0.003353,0.001269,-0.00269,-0.00749,-0.003959,0.0035310000000000003,0.004070000000000001,-0.0008500000000000001,-0.00218,-0.004920000000000001,-0.0027400000000000007,0.006289,0.03593,0.03447,0.029640999999999997,-0.004829000000000003
2017-06-30,0.0026309999999999997,0.018884,0.010113,0.016253000000000004,0.006140000000000003,0.002241,0.006898,0.0010199999999999999,0.004657,0.0036369999999999996,0.00168,-0.00229,-0.00924,-0.00397,0.00527,0.002657,-0.0007099999999999999,-0.00092,-0.003367,-0.0024470000000000004,0.007054,0.03483,0.03422,0.027776,-0.006444000000000002
2017-03-31,0.0028940000000000003,0.019212,0.007516,0.016318,0.008801999999999999,0.003052,0.005573,0.0017000000000000001,0.002521,0.0008209999999999997,0.001905,-0.00386,-0.00915,-0.005765,0.003385,0.002612,-0.00125,-0.0019500000000000001,-0.003862,-0.0019119999999999999,0.008343000000000001,0.03068,0.02848,0.022336999999999996,-0.006143000000000003
2016-12-30,0.0029980000000000002,0.019274,0.004974,0.016276,0.011302,0.003341,0.004709,0.00061,0.0013679999999999999,0.0007579999999999999,0.002512,-0.005430000000000001,-0.00986,-0.007942000000000001,0.0019179999999999996,0.0032,-0.00114,-0.0042,-0.00434,-0.00014000000000000037,0.011964,0.028319999999999998,0.02722,0.016355999999999996,-0.010864000000000006
2016-09-30,0.003,0.011492,0.0027389999999999997,0.008492,0.005752999999999999,0.0035039999999999997,0.002219,0.0023699999999999997,-0.0012849999999999997,-0.0036549999999999994,0.002134,-0.00577,-0.007980000000000001,-0.007904,7.600000000000141e-05,0.0036,-0.00252,-0.00379,-0.0061200000000000004,-0.0023300000000000005,0.0106,0.02536,0.022010000000000002,0.01476,-0.007250000000000001
2016-06-30,0.002499,0.009997,0.002587,0.007498000000000001,0.004911000000000001,0.0043939999999999995,0.003457,0.00344,-0.0009369999999999995,-0.004376999999999999,0.0021,-0.00569,-0.0068200000000000005,-0.00779,-0.0009699999999999995,0.0043,-0.00312,-0.0028000000000000004,-0.0074199999999999995,-0.004619999999999999,0.012181,0.02658,0.0236,0.014398999999999999,-0.009201
2016-03-31,0.002565,0.012048000000000001,0.001983,0.009483000000000002,0.0075000000000000015,0.0041,0.008359,0.00451,0.004259,-0.00025100000000000035,0.0020329999999999997,-0.00329,-0.005889999999999999,-0.005323,0.0005669999999999998,0.0048,-0.00187,-0.00094,-0.00667,-0.00573,0.0123,0.02487,0.02084,0.01257,-0.008270000000000001
2015-09-30,0.002107,0.013571999999999999,-0.00020299999999999997,0.011465,0.011668,0.001757,0.011895,0.00499,0.010138,0.005148,0.0015,-7.000000000000001e-05,-0.00376,-0.00157,0.00219,0.0052,0.00061,-0.00023,-0.0045899999999999995,-0.004359999999999999,0.0127,0.030670000000000003,0.0233,0.017970000000000003,-0.005329999999999998
2015-06-30,0.0018100000000000002,0.016479,5.1000000000000006e-05,0.014669,0.014617999999999999,0.002129,0.015054000000000001,0.00479,0.012925000000000002,0.008135000000000003,0.0017219999999999998,0.00073,-0.00298,-0.0009919999999999998,0.001988,0.0045,0.00122,2e-05,-0.00328,-0.0033,0.00945,0.03193,0.01696,0.02248,0.005520000000000001
2015-03-31,0.001905,0.013701000000000001,0.00020299999999999997,0.011796000000000001,0.011593000000000001,0.0022,0.011918999999999999,0.00434,0.009718999999999998,0.005378999999999998,0.001744,-0.0010199999999999999,-0.00312,-0.002764,0.000356,0.0036,0.00135,5e-05,-0.00225,-0.0023,0.0094,0.034390000000000004,0.03142,0.024990000000000005,-0.006429999999999991
2014-09-30,0.001989,0.017566,0.000152,0.015576999999999999,0.015425,0.00205,0.017705,0.00416,0.015655,0.011494999999999998,0.001977,0.00146,-0.00091,-0.0005170000000000001,0.0003929999999999999,0.00445,0.00169,-4e-05,-0.00276,-0.0027199999999999998,0.009,0.039009999999999996,0.03737,0.030009999999999995,-0.007360000000000005
